Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Helmet_Worn,Seatbelt_Worn,Driver_Age,Driver_Gender,Number_of_Passengers,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,License_Type,Issuing_Agency,License_Validity,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT004252,Mobile Phone Usage,4776,Karnataka,2022-02-09,01:00:06,Bus,Brown,2021,Jammu & Kashmir,NA,Yes,40,Male,37,3,Rainy,Gravel,OFF2987,Commercial,RTO Enforcement,Expired,Green,80,34,0.0,Not Applied,No,Yes,Online,No,11,Fine Paid On Spot
VLT004253,Red Light Violation,3383,West Bengal,2022-02-10,03:02:31,Tractor,Blue,2004,Tamil Nadu,NA,NA,23,Male,0,5,Windy,Under Construction,OFF6167,Permanent,Highway Patrol,Valid,Yellow,54,164,0.0,Not Applied,No,No,Pending,No,4,First Violation
VLT004254,Overspeeding,3662,Karnataka,2022-02-10,22:55:53,Electric Scooter,Orange,2004,Arunachal Pradesh,No,NA,20,Male,0,0,Foggy,Potholes,OFF5254,Permanent,Highway Patrol,Expired,Yellow,55,117,0.0,Not Applied,No,Yes,Online,No,16,First Violation
VLT004255,Overspeeding,3662,Meghalaya,2022-02-10,20:08:47,Bus,Red,1998,West Bengal,NA,Yes,54,Other,37,8,Clear,Wet,OFF4893,Learner,RTO Enforcement,Suspended,Green,119,178,0.02,Negative,No,No,Pending,No,11,Repeat Offender
VLT004256,Overspeeding,3662,Meghalaya,2022-02-10,05:24:01,Van,Yellow,2004,Nagaland,NA,Yes,57,Male,7,0,Snowy,Gravel,OFF7660,Permanent,City Traffic Police,Expired,Green,94,123,0.02,Negative,No,No,Pending,No,1,First Violation
VLT004257,Overspeeding,3662,Tamil Nadu,2022-02-10,06:34:44,Scooty,Yellow,2017,Chhattisgarh,No,NA,35,Male,0,7,Clear,Wet,OFF4880,Permanent,City Traffic Police,Expired,Red,61,59,0.14,Positive,No,No,Pending,No,20,Repeat Offender
VLT004258,Mobile Phone Usage,4776,Manipur,2022-02-11,20:49:29,Auto-Rickshaw,Red,2018,Gujarat,NA,NA,55,Other,0,2,Clear,Wet,OFF5160,Learner,Highway Patrol,Valid,Green,72,31,0.02,Negative,No,No,Pending,No,2,Warning Issued
VLT004259,Overspeeding,3662,Delhi,2022-02-11,02:22:30,Truck,Brown,1998,Haryana,NA,Yes,68,Male,3,7,Snowy,Potholes,OFF9990,Permanent,RTO Enforcement,Cancelled,Yellow,99,30,0.02,Negative,No,No,Pending,No,19,Warning Issued
VLT004260,Driving Without License,4922,Andhra Pradesh,2022-02-12,06:36:51,Pickup,Yellow,2015,Telangana,NA,Yes,51,Female,3,7,Windy,Dry,OFF9648,Permanent,RTO Enforcement,Valid,Green,118,60,0.02,Negative,Yes,Yes,Online,Yes,4,Fine Paid On Spot
VLT004261,Driving Without License,4922,Gujarat,2022-02-12,18:39:06,Pickup,Brown,2016,Andhra Pradesh,NA,Yes,37,Male,3,5,Clear,Dry,OFF4794,Learner,Highway Patrol,Suspended,Green,64,60,0.14,Positive,Yes,Yes,Online,Yes,2,First Violation
VLT004262,Driving Without License,4922,Goa,2022-02-13,04:33:32,Car,Green,2010,Mizoram,NA,No,63,Other,2,3,Windy,Dry,OFF7057,Commercial,City Traffic Police,Valid,Yellow,40,43,0.02,Negative,Yes,No,Pending,Yes,0,Repeat Offender
VLT004263,Wrong Lane,2617,Punjab,2022-02-13,10:08:52,Motorcycle,White,2019,Ladakh,Yes,NA,67,Male,1,1,Clear,Wet,OFF4088,Commercial,Special Task Force,Cancelled,Green,91,45,0.02,Negative,No,No,Pending,No,18,Warning Issued
VLT004264,Overspeeding,3662,Andhra Pradesh,2022-02-13,13:40:26,Electric Scooter,Orange,1992,Maharashtra,No,NA,52,Other,0,5,Foggy,Wet,OFF6539,Commercial,City Traffic Police,Suspended,Yellow,55,118,0.0,Not Applied,No,Yes,Online,No,2,First Violation
VLT004265,Mobile Phone Usage,4776,Dadra & Nagar Haveli,2022-02-13,01:19:26,Pickup,Other,2013,Maharashtra,NA,Yes,58,Female,3,2,Rainy,Dry,OFF5195,Commercial,City Traffic Police,Expired,Yellow,99,93,0.0,Not Applied,No,Yes,Online,No,4,First Violation
VLT004266,Driving Without License,4922,Andaman & Nicobar,2022-02-13,18:20:59,Tractor,Silver,1991,Delhi,NA,NA,37,Other,0,2,Rainy,Wet,OFF4615,Commercial,City Traffic Police,Expired,Yellow,28,142,0.02,Negative,Yes,Yes,Online,Yes,9,First Violation
VLT004267,Mobile Phone Usage,4776,Madhya Pradesh,2022-02-13,06:37:45,Car,Yellow,2016,Haryana,NA,No,45,Female,2,5,Foggy,Dry,OFF5528,Permanent,Highway Patrol,Valid,Green,101,30,0.0,Not Applied,No,No,Pending,No,14,First Violation
VLT004268,Overloading,3057,Haryana,2022-02-14,10:53:34,Pickup,Silver,2009,Meghalaya,NA,Yes,18,Female,3,0,Windy,Wet,OFF8514,Permanent,Highway Patrol,Expired,Red,74,180,0.14,Positive,No,Yes,Online,No,17,First Violation
VLT004269,Overspeeding,3662,Gujarat,2022-02-14,18:59:28,Bus,Grey,2013,Uttar Pradesh,NA,Yes,28,Other,37,8,Rainy,Wet,OFF1790,Permanent,RTO Enforcement,Valid,Yellow,117,22,0.02,Negative,No,No,Pending,No,3,First Violation
VLT004270,Mobile Phone Usage,4776,Karnataka,2022-02-14,21:30:19,Pickup,Green,1996,Delhi,NA,Yes,23,Male,3,2,Rainy,Dry,OFF4438,Commercial,Special Task Force,Valid,Yellow,68,59,0.0,Not Applied,No,No,Pending,No,3,Repeat Offender
VLT004271,Overspeeding,3662,Puducherry,2022-02-14,18:06:24,Car,Black,2019,Karnataka,NA,No,68,Male,2,3,Rainy,Dry,OFF2778,Permanent,City Traffic Police,Valid,Green,73,184,0.14,Positive,No,No,Pending,No,16,Warning Issued
VLT004272,No Parking,1211,Maharashtra,2022-02-14,15:42:22,Motorcycle,Grey,2003,Gujarat,Yes,NA,55,Male,1,6,Windy,Wet,OFF5861,Commercial,RTO Enforcement,Expired,Green,61,175,0.0,Not Applied,Yes,No,Pending,No,15,Repeat Offender
VLT004273,Mobile Phone Usage,4776,Chandigarh,2022-02-14,17:00:20,Motorcycle,Silver,2022,Maharashtra,Yes,NA,64,Other,1,8,Windy,Under Construction,OFF5034,Permanent,Highway Patrol,Valid,Yellow,58,88,0.0,Not Applied,No,Yes,Online,No,2,First Violation
VLT004274,Red Light Violation,3383,Himachal Pradesh,2022-02-14,21:31:36,E-Rickshaw,Yellow,2003,Bihar,NA,NA,46,Male,2,8,Foggy,Dry,OFF3659,Permanent,Highway Patrol,Expired,Red,93,161,0.02,Negative,No,No,Pending,No,18,Warning Issued
VLT004275,Overspeeding,3662,Punjab,2022-02-14,01:34:24,Electric Scooter,Orange,2011,Rajasthan,No,NA,30,Male,0,5,Clear,Wet,OFF8698,Permanent,Highway Patrol,Cancelled,Green,102,81,0.0,Not Applied,No,Yes,Online,No,12,First Violation
VLT004276,No Parking,1211,Himachal Pradesh,2022-02-14,18:56:56,Pickup,Green,2009,West Bengal,NA,Yes,51,Male,3,0,Windy,Potholes,OFF2222,Commercial,Highway Patrol,Expired,Green,111,52,0.0,Not Applied,Yes,No,Pending,No,15,Warning Issued
VLT004277,Overspeeding,3662,Rajasthan,2022-02-14,19:34:07,Auto-Rickshaw,Silver,2015,Nagaland,NA,NA,22,Male,0,7,Snowy,Dry,OFF3399,Permanent,Highway Patrol,Expired,Green,116,15,0.02,Negative,No,Yes,Online,No,20,Fine Paid On Spot
VLT004278,Driving Without License,4922,West Bengal,2022-02-15,00:50:14,Car,Blue,1994,Madhya Pradesh,NA,No,26,Female,2,6,Clear,Potholes,OFF8439,Learner,Highway Patrol,Valid,Red,51,7,0.02,Negative,Yes,No,Pending,Yes,20,Warning Issued
VLT004279,Overspeeding,3662,Madhya Pradesh,2022-02-16,00:55:41,Auto-Rickshaw,Grey,2002,Andhra Pradesh,NA,NA,60,Other,0,2,Rainy,Wet,OFF7499,Permanent,RTO Enforcement,Suspended,Yellow,113,25,0.02,Negative,No,Yes,Online,No,20,Repeat Offender
VLT004280,Overspeeding,3662,Tamil Nadu,2022-02-16,16:55:16,Electric Scooter,Brown,2006,Bihar,No,NA,49,Male,0,8,Foggy,Under Construction,OFF1366,Permanent,Special Task Force,Cancelled,Yellow,24,43,0.02,Negative,No,Yes,Online,No,9,First Violation
VLT004281,Drunk Driving,1248,Bihar,2022-02-16,21:24:25,Motorcycle,Blue,2010,Rajasthan,Yes,NA,27,Female,1,7,Foggy,Gravel,OFF6761,Commercial,City Traffic Police,Valid,Yellow,43,5,0.02,Negative,No,No,Pending,Yes,18,Fine Paid On Spot
VLT004282,No Parking,1211,Tamil Nadu,2022-02-16,09:55:53,Motorcycle,Black,2007,Maharashtra,Yes,NA,80,Male,1,2,Clear,Dry,OFF8366,Permanent,Special Task Force,Valid,Green,60,91,0.0,Not Applied,Yes,No,Pending,No,17,First Violation
VLT004283,Overspeeding,3662,Haryana,2022-02-16,06:14:11,Bus,Yellow,1998,Jharkhand,NA,Yes,70,Male,37,6,Clear,Under Construction,OFF8727,Permanent,Special Task Force,Cancelled,Green,59,60,0.14,Positive,No,Yes,Online,No,7,Repeat Offender
VLT004284,Driving Without License,4922,Andhra Pradesh,2022-02-16,09:37:49,Pickup,Red,2012,Himachal Pradesh,NA,Yes,19,Male,3,6,Windy,Potholes,OFF1521,Permanent,Highway Patrol,Suspended,Red,72,98,0.0,Not Applied,Yes,Yes,Online,Yes,1,First Violation
VLT004285,Mobile Phone Usage,4776,Ladakh,2022-02-16,14:02:21,Van,White,2002,Madhya Pradesh,NA,Yes,47,Female,7,2,Clear,Dry,OFF9431,Commercial,City Traffic Police,Cancelled,Yellow,95,130,0.02,Negative,No,No,Pending,No,18,First Violation
VLT004286,Overspeeding,3662,Kerala,2022-02-17,07:43:56,Scooty,Yellow,2002,Tripura,No,NA,58,Male,0,4,Windy,Dry,OFF5432,Permanent,City Traffic Police,Valid,Yellow,70,98,0.0,Not Applied,No,No,Pending,No,5,Fine Paid On Spot
VLT004287,Drunk Driving,1248,Uttar Pradesh,2022-02-17,07:14:13,Pickup,White,2021,Andaman & Nicobar,NA,Yes,33,Female,3,4,Windy,Potholes,OFF6393,Commercial,Highway Patrol,Expired,Green,72,137,0.0,Not Applied,No,No,Pending,Yes,9,Warning Issued
VLT004288,Drunk Driving,1248,Karnataka,2022-02-18,14:06:49,E-Rickshaw,Black,1999,West Bengal,NA,NA,70,Male,2,7,Clear,Wet,OFF2427,Permanent,City Traffic Police,Valid,Red,69,125,0.02,Negative,No,Yes,Online,Yes,6,Repeat Offender
VLT004289,Mobile Phone Usage,4776,Andaman & Nicobar,2022-02-18,00:30:18,Bus,Blue,2006,Tripura,NA,Yes,38,Female,37,7,Rainy,Dry,OFF9164,Permanent,Highway Patrol,Expired,Green,83,43,0.02,Negative,No,No,Pending,No,13,First Violation
VLT004290,Illegal U Turn,564,Andaman & Nicobar,2022-02-19,23:50:06,Van,Green,2010,Telangana,NA,Yes,61,Female,7,2,Clear,Dry,OFF7726,Permanent,Special Task Force,Cancelled,Red,113,20,0.02,Negative,No,No,Pending,No,3,Repeat Offender
VLT004291,Mobile Phone Usage,4776,Sikkim,2022-02-19,03:04:51,Scooty,Green,1991,Karnataka,No,NA,22,Female,0,8,Snowy,Dry,OFF7560,Permanent,Special Task Force,Valid,Green,34,154,0.0,Not Applied,No,No,Pending,No,18,Fine Paid On Spot
VLT004292,Wrong Lane,2617,Bihar,2022-02-19,13:38:16,Van,White,1998,Karnataka,NA,Yes,23,Male,7,6,Clear,Dry,OFF3943,Permanent,Highway Patrol,Valid,Yellow,39,21,0.0,Not Applied,No,Yes,Online,No,9,Repeat Offender
VLT004293,Overloading,3057,Karnataka,2022-02-19,00:05:03,Pickup,Black,2013,Telangana,NA,Yes,59,Male,3,2,Foggy,Wet,OFF9887,Commercial,Highway Patrol,Expired,Red,46,22,0.0,Not Applied,No,No,Pending,No,3,Repeat Offender
VLT004294,Red Light Violation,3383,Chandigarh,2022-02-19,15:22:55,Van,Yellow,1993,Jharkhand,NA,Yes,47,Male,7,2,Foggy,Wet,OFF6532,Permanent,Special Task Force,Valid,Red,88,183,0.14,Positive,No,Yes,Online,No,19,Repeat Offender
VLT004295,No Parking,1211,Himachal Pradesh,2022-02-19,17:38:39,Car,Grey,1990,Maharashtra,NA,No,40,Male,2,6,Rainy,Potholes,OFF3587,Permanent,RTO Enforcement,Expired,Red,22,17,0.0,Not Applied,Yes,Yes,Online,No,2,First Violation
VLT004296,Red Light Violation,3383,Gujarat,2022-02-19,08:55:19,Car,Orange,2019,Haryana,NA,No,43,Other,2,8,Windy,Wet,OFF9589,Commercial,Highway Patrol,Valid,Green,61,113,0.0,Not Applied,No,No,Pending,No,10,Repeat Offender
VLT004297,Illegal U Turn,564,Tamil Nadu,2022-02-20,07:06:11,E-Rickshaw,Other,2008,Bihar,NA,NA,23,Female,2,4,Clear,Wet,OFF1304,Commercial,RTO Enforcement,Expired,Green,60,51,0.02,Negative,No,No,Pending,No,10,First Violation
VLT004298,Illegal U Turn,564,Uttar Pradesh,2022-02-20,09:18:02,Van,Red,2006,Tamil Nadu,NA,Yes,70,Female,7,2,Clear,Dry,OFF1052,Learner,RTO Enforcement,Valid,Red,64,96,0.0,Not Applied,No,No,Pending,No,14,First Violation
VLT004299,Red Light Violation,3383,Bihar,2022-02-20,10:14:11,Pickup,Black,1999,Tamil Nadu,NA,Yes,62,Male,3,0,Rainy,Dry,OFF3263,Commercial,RTO Enforcement,Expired,Red,94,173,0.0,Not Applied,No,No,Pending,No,15,Warning Issued
VLT004300,Overspeeding,3662,Chandigarh,2022-02-20,01:47:07,Motorcycle,Orange,1990,Ladakh,Yes,NA,34,Male,1,0,Clear,Dry,OFF7608,Commercial,RTO Enforcement,Valid,Green,60,183,0.0,Not Applied,No,Yes,Online,No,16,First Violation
VLT004301,Overspeeding,3662,Karnataka,2022-02-20,20:23:07,Auto-Rickshaw,White,2010,Delhi,NA,NA,43,Male,0,3,Rainy,Gravel,OFF8014,Permanent,Highway Patrol,Suspended,Yellow,41,18,0.0,Not Applied,No,Yes,Online,No,11,First Violation
VLT004302,Overspeeding,3662,Telangana,2022-02-20,00:44:55,Truck,Blue,2011,Odisha,NA,Yes,55,Male,3,5,Clear,Wet,OFF5814,Permanent,City Traffic Police,Expired,Red,35,26,0.02,Negative,No,Yes,Online,No,0,Fine Paid On Spot
VLT004303,Illegal U Turn,564,Jharkhand,2022-02-20,09:32:43,Truck,Other,2014,Maharashtra,NA,Yes,46,Other,3,1,Windy,Wet,OFF7281,Permanent,RTO Enforcement,Valid,Green,52,134,0.0,Not Applied,No,Yes,Online,No,11,Repeat Offender
VLT004304,No Parking,1211,Rajasthan,2022-02-21,02:37:53,Tractor,Orange,1998,Uttar Pradesh,NA,NA,19,Other,0,3,Clear,Potholes,OFF1977,Learner,Highway Patrol,Expired,Green,69,41,0.02,Negative,Yes,No,Pending,No,17,First Violation
VLT004305,Overloading,3057,Maharashtra,2022-02-21,02:14:37,Bus,White,1993,Meghalaya,NA,Yes,39,Female,37,6,Clear,Wet,OFF4056,Permanent,City Traffic Police,Valid,Yellow,57,51,0.0,Not Applied,No,Yes,Online,No,6,Repeat Offender
VLT004306,Overspeeding,3662,Tamil Nadu,2022-02-21,20:49:06,Pickup,Brown,2006,Uttar Pradesh,NA,Yes,75,Male,3,5,Foggy,Under Construction,OFF5285,Learner,Highway Patrol,Expired,Green,40,3,0.0,Not Applied,No,Yes,Online,No,1,First Violation
VLT004307,Illegal U Turn,564,Telangana,2022-02-22,01:03:43,Motorcycle,Orange,2001,Gujarat,Yes,NA,32,Male,1,3,Clear,Wet,OFF9580,Permanent,Special Task Force,Valid,Yellow,51,26,0.0,Not Applied,No,Yes,Online,No,15,First Violation
VLT004308,Overloading,3057,West Bengal,2022-02-22,06:22:34,Auto-Rickshaw,Silver,2006,Delhi,NA,NA,22,Other,0,6,Rainy,Wet,OFF4914,Commercial,Special Task Force,Cancelled,Red,85,15,0.02,Negative,No,Yes,Online,No,4,Repeat Offender
VLT004309,Mobile Phone Usage,4776,West Bengal,2022-02-22,05:59:17,Motorcycle,Yellow,1992,Maharashtra,Yes,NA,22,Male,1,7,Rainy,Potholes,OFF5072,Permanent,Special Task Force,Valid,Green,70,84,0.0,Not Applied,No,No,Pending,No,14,First Violation
VLT004310,Mobile Phone Usage,4776,Tamil Nadu,2022-02-22,23:07:32,Electric Scooter,Brown,2001,Rajasthan,No,NA,22,Male,0,5,Rainy,Wet,OFF8382,Commercial,RTO Enforcement,Cancelled,Red,38,56,0.0,Not Applied,No,No,Pending,No,16,Warning Issued
VLT004311,Wrong Lane,2617,Uttar Pradesh,2022-02-22,09:20:15,Truck,Other,2014,Assam,NA,Yes,79,Male,3,2,Clear,Potholes,OFF9421,Commercial,Highway Patrol,Cancelled,Red,20,157,0.0,Not Applied,No,No,Pending,No,4,Fine Paid On Spot
VLT004312,No Parking,1211,Tamil Nadu,2022-02-22,05:04:40,Tractor,Yellow,2012,Delhi,NA,NA,26,Male,0,4,Foggy,Dry,OFF5047,Permanent,Highway Patrol,Valid,Red,73,130,0.02,Negative,Yes,Yes,Online,No,1,First Violation
VLT004313,No Parking,1211,Tamil Nadu,2022-02-23,14:41:51,Car,Blue,2014,Telangana,NA,No,50,Male,2,4,Rainy,Potholes,OFF7373,Commercial,City Traffic Police,Valid,Red,90,172,0.0,Not Applied,Yes,No,Pending,No,2,Fine Paid On Spot
VLT004314,Illegal U Turn,564,Uttar Pradesh,2022-02-23,14:18:09,Tractor,Other,2012,Uttar Pradesh,NA,NA,22,Male,0,4,Snowy,Potholes,OFF1643,Permanent,RTO Enforcement,Valid,Green,73,172,0.02,Negative,No,No,Pending,No,14,First Violation
VLT004315,Red Light Violation,3383,Tripura,2022-02-23,04:58:46,Bus,Orange,1995,Madhya Pradesh,NA,Yes,71,Other,37,7,Foggy,Potholes,OFF2762,Permanent,RTO Enforcement,Suspended,Red,112,180,0.02,Negative,No,No,Pending,No,10,First Violation
VLT004316,Overspeeding,3662,Himachal Pradesh,2022-02-23,17:51:22,Truck,Green,2014,Punjab,NA,Yes,51,Male,3,1,Foggy,Potholes,OFF6075,Permanent,RTO Enforcement,Valid,Green,46,159,0.14,Positive,No,No,Pending,No,0,First Violation
VLT004317,Overspeeding,3662,Andhra Pradesh,2022-02-23,20:39:03,Scooty,Brown,1995,Maharashtra,No,NA,24,Female,0,6,Foggy,Under Construction,OFF1370,Commercial,RTO Enforcement,Suspended,Red,54,42,0.0,Not Applied,No,No,Pending,No,2,First Violation
VLT004318,No Parking,1211,Uttar Pradesh,2022-02-23,23:23:37,Auto-Rickshaw,Orange,2013,West Bengal,NA,NA,64,Male,0,0,Windy,Under Construction,OFF4361,Permanent,Highway Patrol,Valid,Green,35,28,0.0,Not Applied,Yes,No,Pending,No,15,First Violation
VLT004319,Illegal U Turn,564,Rajasthan,2022-02-23,16:27:34,Electric Scooter,White,2007,Himachal Pradesh,No,NA,41,Female,0,3,Clear,Wet,OFF1337,Commercial,Highway Patrol,Valid,Yellow,101,195,0.02,Negative,No,No,Pending,No,18,Repeat Offender
VLT004320,Overspeeding,3662,Maharashtra,2022-02-23,17:30:11,Electric Scooter,Black,2002,Telangana,No,NA,42,Male,0,5,Rainy,Wet,OFF7186,Permanent,City Traffic Police,Valid,Yellow,79,2,0.0,Not Applied,No,No,Pending,No,1,Fine Paid On Spot
VLT004321,Overspeeding,3662,Madhya Pradesh,2022-02-23,08:10:01,Electric Scooter,Yellow,2002,Telangana,No,NA,67,Male,0,2,Rainy,Dry,OFF5580,Permanent,RTO Enforcement,Cancelled,Red,108,34,0.02,Negative,No,Yes,Online,No,18,First Violation
VLT004322,No Parking,1211,Maharashtra,2022-02-24,02:17:47,Truck,Orange,1999,Uttarakhand,NA,Yes,59,Male,3,7,Clear,Under Construction,OFF4344,Commercial,Special Task Force,Cancelled,Yellow,78,190,0.0,Not Applied,Yes,Yes,Online,No,10,First Violation
VLT004323,Drunk Driving,1248,Dadra & Nagar Haveli,2022-02-24,19:40:35,Bus,Green,1990,Sikkim,NA,Yes,57,Male,37,7,Clear,Wet,OFF7345,Commercial,RTO Enforcement,Valid,Green,84,41,0.02,Negative,No,Yes,Online,Yes,7,First Violation
VLT004324,Overspeeding,3662,Maharashtra,2022-02-24,18:42:03,Auto-Rickshaw,Black,2008,Delhi,NA,NA,48,Male,0,5,Rainy,Potholes,OFF9394,Permanent,Special Task Force,Expired,Yellow,59,37,0.14,Positive,No,No,Pending,No,19,Warning Issued
VLT004325,Driving Without License,4922,Andhra Pradesh,2022-02-24,13:56:36,Car,Silver,1995,Tamil Nadu,NA,No,20,Male,2,8,Snowy,Under Construction,OFF1407,Permanent,RTO Enforcement,Valid,Green,98,131,0.02,Negative,Yes,Yes,Online,Yes,15,Warning Issued
VLT004326,Drunk Driving,1248,Goa,2022-02-24,18:42:14,Bus,Red,2022,Assam,NA,Yes,49,Other,37,4,Clear,Gravel,OFF3850,Permanent,City Traffic Police,Expired,Red,117,27,0.0,Not Applied,No,Yes,Online,Yes,1,Fine Paid On Spot
VLT004327,No Parking,1211,Jharkhand,2022-02-24,22:14:05,Bus,Brown,1996,West Bengal,NA,Yes,70,Other,37,6,Clear,Under Construction,OFF3197,Permanent,Special Task Force,Valid,Yellow,38,57,0.02,Negative,Yes,Yes,Online,No,1,Repeat Offender
VLT004328,No Parking,1211,Manipur,2022-02-24,19:24:03,Truck,Yellow,2007,Andhra Pradesh,NA,Yes,51,Male,3,8,Rainy,Dry,OFF3906,Permanent,Highway Patrol,Valid,Yellow,60,105,0.0,Not Applied,Yes,Yes,Online,No,18,First Violation
VLT004329,Mobile Phone Usage,4776,Delhi,2022-02-24,05:11:47,Pickup,Yellow,2018,Rajasthan,NA,Yes,47,Female,3,0,Foggy,Potholes,OFF4880,Commercial,RTO Enforcement,Expired,Red,42,89,0.02,Negative,No,No,Pending,No,10,Warning Issued
VLT004330,Illegal U Turn,564,Mizoram,2022-02-24,08:30:55,Bus,Blue,2016,Uttar Pradesh,NA,Yes,74,Other,37,6,Clear,Potholes,OFF5600,Permanent,Special Task Force,Expired,Red,45,155,0.02,Negative,No,Yes,Online,No,4,First Violation
VLT004331,Mobile Phone Usage,4776,Andhra Pradesh,2022-02-25,07:01:49,Auto-Rickshaw,Green,2012,Bihar,NA,NA,57,Male,0,6,Rainy,Wet,OFF7035,Permanent,Special Task Force,Expired,Green,57,97,0.0,Not Applied,No,No,Pending,No,18,First Violation
VLT004332,Overspeeding,3662,Delhi,2022-02-25,06:59:50,Electric Scooter,Red,2002,West Bengal,No,NA,50,Male,0,0,Rainy,Wet,OFF5246,Permanent,RTO Enforcement,Expired,Green,59,142,0.0,Not Applied,No,Yes,Online,No,14,Repeat Offender
VLT004333,Mobile Phone Usage,4776,Andaman & Nicobar,2022-02-25,16:39:35,Motorcycle,White,1992,Rajasthan,Yes,NA,48,Male,1,7,Rainy,Dry,OFF8907,Permanent,City Traffic Police,Valid,Yellow,89,139,0.02,Negative,No,Yes,Online,No,16,First Violation
VLT004334,No Parking,1211,Gujarat,2022-02-25,04:10:42,Van,Green,2019,Karnataka,NA,Yes,42,Male,7,8,Foggy,Dry,OFF8478,Learner,City Traffic Police,Cancelled,Yellow,109,27,0.02,Negative,Yes,Yes,Online,No,4,Fine Paid On Spot
VLT004335,Red Light Violation,3383,Maharashtra,2022-02-25,17:50:27,Truck,Orange,2004,Daman & Diu,NA,Yes,33,Male,3,4,Clear,Wet,OFF6372,Permanent,Highway Patrol,Valid,Yellow,76,199,0.0,Not Applied,No,Yes,Online,No,13,First Violation
VLT004336,Red Light Violation,3383,Uttarakhand,2022-02-26,04:32:19,Van,Silver,2002,Haryana,NA,Yes,53,Male,7,7,Clear,Dry,OFF1510,Permanent,RTO Enforcement,Cancelled,Green,109,22,0.14,Positive,No,No,Pending,No,1,First Violation
VLT004337,Mobile Phone Usage,4776,Manipur,2022-02-26,18:48:25,Scooty,Other,1990,Dadra & Nagar Haveli,No,NA,42,Other,0,5,Clear,Dry,OFF1759,Permanent,Highway Patrol,Valid,Red,97,21,0.0,Not Applied,No,Yes,Online,No,19,Warning Issued
VLT004338,Wrong Lane,2617,Bihar,2022-02-26,08:19:14,Bus,Orange,1993,Karnataka,NA,Yes,59,Other,37,2,Clear,Gravel,OFF6345,Commercial,Highway Patrol,Valid,Green,61,13,0.14,Positive,No,Yes,Online,No,0,Repeat Offender
VLT004339,Mobile Phone Usage,4776,Andhra Pradesh,2022-02-26,17:47:20,Car,White,1993,Karnataka,NA,No,47,Female,2,1,Windy,Wet,OFF9427,Permanent,City Traffic Police,Valid,Yellow,73,50,0.0,Not Applied,No,No,Pending,No,5,Repeat Offender
VLT004340,Mobile Phone Usage,4776,West Bengal,2022-02-26,00:33:11,Tractor,Silver,2007,Manipur,NA,NA,54,Female,0,5,Snowy,Dry,OFF6756,Commercial,Highway Patrol,Valid,Red,79,168,0.02,Negative,No,Yes,Online,No,8,First Violation
VLT004341,Red Light Violation,3383,Jammu & Kashmir,2022-02-26,05:57:37,Motorcycle,Grey,1996,Daman & Diu,Yes,NA,36,Male,1,6,Clear,Dry,OFF2914,Commercial,Special Task Force,Cancelled,Yellow,55,103,0.02,Negative,No,Yes,Online,No,12,First Violation
VLT004342,Illegal U Turn,564,Bihar,2022-02-27,12:37:42,Scooty,Silver,1999,Gujarat,No,NA,28,Male,0,8,Windy,Wet,OFF7208,Commercial,Special Task Force,Expired,Yellow,118,91,0.0,Not Applied,No,No,Pending,No,6,Warning Issued
VLT004343,Illegal U Turn,564,Maharashtra,2022-02-27,22:41:39,Bus,Orange,1997,West Bengal,NA,Yes,25,Female,37,3,Foggy,Potholes,OFF8508,Permanent,RTO Enforcement,Expired,Green,52,117,0.0,Not Applied,No,No,Pending,No,16,Warning Issued
VLT004344,Overloading,3057,Lakshadweep,2022-02-27,06:30:21,Van,Yellow,1999,West Bengal,NA,Yes,46,Male,7,5,Foggy,Potholes,OFF1276,Learner,City Traffic Police,Cancelled,Yellow,72,156,0.0,Not Applied,No,Yes,Online,No,7,Repeat Offender
VLT004345,Driving Without License,4922,Andhra Pradesh,2022-02-28,18:16:58,Bus,Silver,1995,Uttar Pradesh,NA,Yes,80,Female,37,5,Clear,Potholes,OFF3983,Permanent,Highway Patrol,Cancelled,Green,48,129,0.0,Not Applied,Yes,Yes,Online,Yes,6,Warning Issued
VLT004346,Drunk Driving,1248,Haryana,2022-02-28,01:02:30,Pickup,Silver,2002,Goa,NA,Yes,32,Male,3,8,Windy,Under Construction,OFF7735,Permanent,Highway Patrol,Expired,Green,86,5,0.0,Not Applied,No,Yes,Online,Yes,11,First Violation
VLT004347,Overspeeding,3662,Jharkhand,2022-02-28,15:07:26,Scooty,White,2022,Gujarat,No,NA,46,Female,0,3,Clear,Wet,OFF4049,Permanent,City Traffic Police,Expired,Green,103,59,0.14,Positive,No,No,Pending,No,13,First Violation
VLT004348,Wrong Lane,2617,Dadra & Nagar Haveli,2022-02-28,07:42:42,Car,Grey,2018,Rajasthan,NA,No,68,Male,2,8,Rainy,Dry,OFF5870,Permanent,Special Task Force,Valid,Red,58,153,0.0,Not Applied,No,Yes,Online,No,1,Warning Issued
